App
Graphics Device Interface
GDI
Microsoft Edge
Microsoft Word
SharePoint Enterprise Server
Local Security Authority Subsystem Service
Graphics Device Interface
GDI
Microsoft Excel
Office Compatibility Pack SP3
Excel Viewer
Excel Services
SharePoint Server
Device Guard
Microsoft Internet Explorer
Microsoft Internet Explorer
Microsoft Edge
Microsoft Internet Explorer
Microsoft Edge
Windows
Microsoft Office
Microsoft Edge
Microsoft Internet Explorer
Microsoft Word
Microsoft Excel
Excel
Excel
RT SP1
Office Web Apps Server
Microsoft XML Core Services
MSXML
Microsoft Edge
Microsoft Excel
Excel
Excel
RT SP1
Excel
Office Compatibility Pack
Excel Services
SharePoint Server
Microsoft scripting engine
Microsoft Office
Word
Word
RT SP1
Word
Microsoft Office
Office Compatibility Pack SP3
Office Web Apps Server
Word
Word
Word Automation Services
SharePoint Server
Microsoft Office
Office Compatibility Pack SP3
Word
Word
Microsoft Internet Explorer
Microsoft Edge
Microsoft Edge
Microsoft Internet Explorer
Microsoft Edge
Graphics Device Interface
GDI
DLL
Microsoft Internet Explorer
Windows Media Player
Windows DVD Maker
Graphics Device Interface
GDI
Microsoft Internet Explorer
Microsoft Office Compatibility Pack SP3
Excel
Excel Viewer
Excel Services
SharePoint Server
Microsoft Office
Office Compatibility Pack SP3
Word
Word
Word
Word
Word
Word Viewer
Microsoft Internet Information Server
IIS
DNS client
Microsoft Internet Explorer
Graphics Device Interface
GDI
Color Management Module
ICM32.dll
Graphics Device Interface
GDI
Color Management Module
ICM32.dll
Internet Explorer
Microsoft Edge
Microsoft Edge
Browsers
Microsoft Edge
Microsoft Edge
Graphics Device Interface
GDI
Microsoft Edge
Microsoft browsers
Transaction Manager
Microsoft Windows Server
Microsoft Word
Office
Word
Word
Office Compatibility Pack SP3
Word Automation Services
SharePoint Server
Office Web Apps
Microsoft Excel
Microsoft Outlook
Microsoft Outlook
Microsoft Outlook
Microsoft SharePoint Server
Windows
Microsoft Office
Word Viewer
Skype
Business
Lync
Live Meeting
Silverlight
Microsoft Exchange Outlook Web Access
OWA
Microsoft Lync
Microsoft Lync
Microsoft Internet Explorer
Microsoft Edge
Microsoft Edge
Microsoft Internet Explorer
Microsoft Internet Explorer
Microsoft Graphics Component
Microsoft
NET Framework
Windows
Windows Server
Windows Hyper-V Network Switch
host server
Active Directory
Windows Hyper-V Network Switch
Windows Performance Monitor
Windows Server
Windows DNS Server
Microsoft Windows Server
Device Guard
Smart Card
Microsoft
host server
Microsoft
host server
Windows Hyper-V Network Switch
Microsoft Hyper-V Network Switch
host server
Microsoft Hyper-V Network Switch
host server
Microsoft Hyper-V Network Switch
host server
Microsoft Hyper-V Network Switch
host server
Adobe Type Manager Font Driver
ATMFD.dll
Microsoft Excel
Microsoft Excel
Office Compatibility Pack
Microsoft Excel Services
Microsoft SharePoint Server
Microsoft Excel Web Apps
Microsoft Office Web Apps
Microsoft Office Web Apps Server
Office Online Server
Microsoft scripting engine
Microsoft OneNote
Microsoft OneNote
Microsoft Office
Microsoft Office
Microsoft Edge
Internet Explorer
Internet Explorer
Microsoft Edge
Edge Content Security Policy
CSP
Microsoft Outlook
Microsoft Outlook
Microsoft Outlook
Microsoft Outlook
Microsoft Edge
Microsoft Outlook
Microsoft Edge
Chakra scripting engine
Internet Explorer
Windows Hyper-V
Windows Server
Windows COM Aggregate Marshaler
Windows Server
Device Guard
Device Guard
Device Guard
Device Guard
Microsoft Edge
Internet Explorer
Microsoft
Microsoft Edge
Internet Explorer
Microsoft Edge
Microsoft scripting engines
Microsoft browsers
Microsoft Edge
Microsoft Edge
Microsoft browsers render SmartScreen Filter
Microsoft Edge
Microsoft Edge
Microsoft Edge
Microsoft Edge
Microsoft browsers
Microsoft Edge
Microsoft scripting engines
Microsoft Edge
Microsoft Edge
Microsoft Office
Windows Server
ASP.NET Core Mvc
Microsoft
NET Framework
Microsoft JET Database Engine
Windows Server
Microsoft
Microsoft Word
Office
Word
Office Compatibility Pack
Office
Office
Microsoft Office Web Apps
Office Web Apps Server
Word
RT SP1
Word
Word Automation Services
Microsoft SharePoint Server
Office Word Viewer
SharePoint Enterprise Server
Word
Microsoft SharePoint Foundation
Microsoft Office
Microsoft Office
Office
Office
Microsoft Office
Office
Office
Microsoft PowerPoint
Microsoft PowerPoint
Microsoft Edge
Microsoft scripting engines
