App
BSD-derived TCP
NFS mountd
Tooltalk database server
rpc.ttdbserverd
Solaris mailtool
Outlook
POP servers
BSD
Qualcomm
qpopper
NIS
Sun
BIND
BIND
BIND
BIND
BIND
web servers
SSH clients
FTP servers
statd
Count.cgi
wwwcount
Internet Explorer
Netscape
Sun systems
suidperl
sperl
Perl
ftpd
IRIX
xlock program
webdist CGI program
webdist.cgi
SGI IRIX
Xt library
X Windowing System
NLS
Natural Language Service
POP servers
INN daemon
innd
IRIX
sendmail
Talkd
Csetup
IRIX
HP-UX newgrp program
FLEXlm LicenseManager
FreeBSD
FreeBSD
Sun libnsl
Sun
Vacation program
PHP cgi program
php.cgi
IRIX fam service
Ascend MAX
lpd
OpenBSD
AIX lquerylv program
phf CGI program
CGI PHP mylog script
test-cgi program
AIX xdat
Telnet
wu-ftpd daemon
wu-ftp
pcnfsd
rpc.pcnfsd
wu-ftp FTP server
wu-ftp
ftpd
getcwd
FTP
Certain NFS servers
rwhod
AIX
AIX telnet
IRIX
AIX automountd services
autofsd
AIX libDtSvc library
AIX rcp command
AIX writesrv command
AIX nslookup command
AIX piodmgrsu command
Sendmail
FTP client
Sendmail
AIX innd
AIX
gethostbyname
SLmail
Echo
chargen
Teardrop-2
finger
Apache
IRIX
Solaris
RIP
CDE
AIX bugfiler program
AIX passwd
AIX infod
Sun
Solaris utmp file
AIX lchangelv
UMN gopher
gopher
SGI IRIX
SGI
Xaw
SD-UX package
Death
Sendmail
Sendmail
Expreserve
vi
ex
fls license server
Adobe Framemaker
Solaris
Solaris
Kodak Color Management System
KCMS
suidperl
RAS
PPTP
Java Bytecode Verifier
Netscape Navigator
Java Developer
Kit
Kerberos
NCSA web servers
Glimpse package
IRIX
IRIX
UX finger daemon
OOB
WinNuke
IIS
wu-ftpd FTP daemon
Cisco PIX firewall manager
PFM
Sendmail
NFS
SunOS
portmapper
NFS
OSF
FormMail CGI program
FormMail CGI program
Novell web server
Webgais program
WebSite web server
win-c-sample.exe
WebSite web server
Samba
TFTP
SunOS
Solaris
Solaris
Solaris
Solaris rpcbind
rpcbind
IIS newdsn.exe CGI script
Ascend
in.comsat
RPC portmapper
Webgais
finger
finger
GNU C Library
glibc
Windows NT FTP server
WFTP
FTP servers
Sendmail
Sendmail
Sendmail
Sendmail
rpc.ypupdated
NIS
SunView
SunTools
selection
svc facility
Automount daemon automountd
Solaris
Solaris
Routed
SYN
FTP Serv-U
web server
Solaris syslogd
Windows NT messenger service
LSASS.EXE
LSA
LSARPC
RPCSS.EXE program
RPC Locator
Windows NT IIS server
IP-Switch IMail
Seattle Labs Slmail
NCSA WebServer
IIS
Bash
NCSA WebServer
Apache httpd
Netscape FastTrack Web server
Livingston RADIUS code
NIS
HP Remote Watch
INN up
sshd
RSHSVC program
talk program
listserv
IIS
HP OpenView
ircd
War FTP
cfingerd
Netmanager Chameleon SMTPd
Hylafax faxsurvey CGI script
htmlscript CGI program
info2www CGI script
NCSA HTTP daemon
MetaInfo MetaWeb web server
Netscape Enterprise servers
pfdispaly.cgi program
Performer API Search Tool
performer
tools
Progressive Networks Real Video server
pnserver
Slmail
Solaris
DNS servers
DNS servers
mSQL
WorkMan program
IIS
Excite
Web Servers
EWS
Microsoft Internet Explorer
Java Web Server
NT mail servers
Ipswitch
Mdaemon
Resource Kit
