EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	00:59:15	0	0.1000	3.268704116496634	3.003836154937744	0.0	0.0	0.0	0.0
