EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	00:56:39	0	0.1000	2.819325548537234	2.2674481868743896	0.0795	0.0219	0.0343	0.0179
